Date Time	CH1	CH2	CH3	CH4	CH5	CH6	CH7	CH8
2024/4/7 18:46:53.70	2.714209E-4	1.951696E-5	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
2024/4/7 18:46:53.79	2.719109E-4	1.783779E-5	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
2024/4/7 18:46:53.90	2.720651E-4	1.768583E-5	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
2024/4/7 18:46:54.00	2.719505E-4	1.776739E-5	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
2024/4/7 18:46:54.10	2.724655E-4	1.790215E-5	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
2024/4/7 18:46:54.19	2.728019E-4	1.784460E-5	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
2024/4/7 18:46:54.30	2.732909E-4	1.840600E-5	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
2024/4/7 18:46:54.39	2.732830E-4	1.883447E-5	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
2024/4/7 18:46:54.50	2.726743E-4	1.877225E-5	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
2024/4/7 18:46:54.60	2.725790E-4	2.098600E-5	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
2024/4/7 18:46:54.70	2.732461E-4	2.258865E-5	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
2024/4/7 18:46:54.79	2.730326E-4	2.179252E-5	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
2024/4/7 18:46:54.90	2.723460E-4	2.462664E-5	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
2024/4/7 18:46:54.99	2.726885E-4	2.444675E-5	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
2024/4/7 18:46:55.10	2.729867E-4	2.563663E-5	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
2024/4/7 18:46:55.20	2.728875E-4	2.742117E-5	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
2024/4/7 18:46:55.30	2.726470E-4	3.097055E-5	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
2024/4/7 18:46:55.40	2.723683E-4	2.944998E-5	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
2024/4/7 18:46:55.50	2.723799E-4	3.026721E-5	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
2024/4/7 18:46:55.59	2.723146E-4	3.004179E-5	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
2024/4/7 18:46:55.70	2.716991E-4	3.161808E-5	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
2024/4/7 18:46:55.80	2.720302E-4	3.254674E-5	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
2024/4/7 18:46:55.90	2.718905E-4	3.343108E-5	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
2024/4/7 18:46:55.99	2.722152E-4	3.353398E-5	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
2024/4/7 18:46:56.10	2.725006E-4	3.372887E-5	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
2024/4/7 18:46:56.19	2.722887E-4	3.375293E-5	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
2024/4/7 18:46:56.30	2.720582E-4	3.349410E-5	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
2024/4/7 18:46:56.40	2.717861E-4	3.308458E-5	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
2024/4/7 18:46:56.50	2.713637E-4	3.208681E-5	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
2024/4/7 18:46:56.59	2.730671E-4	3.157489E-5	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
2024/4/7 18:46:56.70	2.728376E-4	3.071949E-5	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
2024/4/7 18:46:56.79	2.722192E-4	3.016443E-5	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
2024/4/7 18:46:56.90	2.716859E-4	2.929765E-5	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
2024/4/7 18:46:57.00	2.719115E-4	2.792267E-5	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
2024/4/7 18:46:57.10	2.718082E-4	2.588164E-5	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
2024/4/7 18:46:57.19	2.729472E-4	2.538188E-5	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
2024/4/7 18:46:57.30	2.732251E-4	2.475192E-5	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
2024/4/7 18:46:57.39	2.731800E-4	2.352452E-5	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
2024/4/7 18:46:57.50	2.725292E-4	2.309384E-5	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
2024/4/7 18:46:57.60	2.720571E-4	2.244161E-5	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
2024/4/7 18:46:57.70	2.720822E-4	2.114808E-5	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
2024/4/7 18:46:57.79	2.720508E-4	2.070408E-5	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
2024/4/7 18:46:57.90	2.717421E-4	1.987991E-5	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
2024/4/7 18:46:57.99	2.715606E-4	1.883214E-5	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
2024/4/7 18:46:58.10	2.719713E-4	1.844278E-5	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
2024/4/7 18:46:58.20	2.717699E-4	1.820641E-5	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
2024/4/7 18:46:58.30	2.713843E-4	1.781350E-5	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
2024/4/7 18:46:58.39	2.723111E-4	1.779667E-5	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
2024/4/7 18:46:58.50	2.732640E-4	1.791289E-5	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
2024/4/7 18:46:58.59	2.729712E-4	1.796512E-5	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
2024/4/7 18:46:58.70	2.727473E-4	1.865001E-5	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
2024/4/7 18:46:58.80	2.728451E-4	1.891228E-5	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
2024/4/7 18:46:58.90	2.730324E-4	1.938004E-5	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
2024/4/7 18:46:58.99	2.728473E-4	2.002666E-5	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
2024/4/7 18:46:59.10	2.726878E-4	2.105098E-5	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
2024/4/7 18:46:59.19	2.725729E-4	2.098196E-5	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
2024/4/7 18:46:59.30	2.727440E-4	2.154216E-5	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
2024/4/7 18:46:59.40	2.728610E-4	2.250919E-5	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
2024/4/7 18:46:59.50	2.726190E-4	2.331154E-5	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
2024/4/7 18:46:59.59	2.728344E-4	2.422553E-5	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
2024/4/7 18:46:59.70	2.727567E-4	2.630722E-5	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
2024/4/7 18:46:59.79	2.731191E-4	2.647333E-5	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
2024/4/7 18:46:59.90	2.726831E-4	2.750519E-5	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
2024/4/7 18:47:00.00	2.729550E-4	2.847201E-5	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
2024/4/7 18:47:00.10	2.728082E-4	2.962991E-5	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
2024/4/7 18:47:00.19	2.729711E-4	3.067487E-5	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
2024/4/7 18:47:00.30	2.736090E-4	3.117134E-5	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
2024/4/7 18:47:00.39	2.742026E-4	3.152875E-5	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
2024/4/7 18:47:00.50	2.733691E-4	3.262444E-5	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
2024/4/7 18:47:00.60	2.734268E-4	3.354766E-5	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
2024/4/7 18:47:00.70	2.743138E-4	3.369951E-5	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
2024/4/7 18:47:00.79	2.739530E-4	3.386807E-5	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
2024/4/7 18:47:00.90	2.737506E-4	3.387358E-5	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
2024/4/7 18:47:00.99	2.734725E-4	3.351238E-5	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
2024/4/7 18:47:01.10	2.731937E-4	3.312086E-5	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
2024/4/7 18:47:01.20	2.725688E-4	3.269055E-5	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
2024/4/7 18:47:01.30	2.727837E-4	3.265434E-5	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
2024/4/7 18:47:01.39	2.726108E-4	3.195580E-5	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
2024/4/7 18:47:01.50	2.722268E-4	3.115416E-5	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
2024/4/7 18:47:01.59	2.717960E-4	3.026004E-5	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
2024/4/7 18:47:01.70	2.718947E-4	2.928990E-5	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
2024/4/7 18:47:01.80	2.715722E-4	2.802908E-5	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
2024/4/7 18:47:01.90	2.713626E-4	2.704309E-5	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
2024/4/7 18:47:01.99	2.710550E-4	2.517307E-5	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
